Area,Society,OWC_Code,Subsistence,Year of observation,Location,Location(type),Age of learner,Age group of learner,Number of learner,Age of model,Age group of model,Number of model,Transmission modes_cat,Social relationship,Transmission bias_cat,Learning process,Learning process_cat,Time spent,Technology_cat,Technology,Raw material,Note,Reference
Western Africa,Kpelle,FD06,Horticulturalists,"1968-1969, 1914-1915 (4 Months)",bush,outdoor,ages of seven and fifteen; boys at 9 and 10,middle childhood,Multiple,NA,adulthood,NA,Oblique,Teacher,Success-based,teaching,Interactive,4 years,musical instrument making,carving drums+horn and baming,Wood,Formal poro bush school. The learning process is strictly kept as a secret. The adults' horn are made of different raw materials,"Westerman, & Schütze, 1921: 292B; Lancy, 1984: 228"
Western Africa,Kpelle,FD06,Horticulturalists,1914-1915 (4 Months),bush,outdoor,ages of seven and fifteen,middle childhood,Multiple,NA,adulthood,NA,Oblique,Teacher,Success-based,teaching,Interactive,4 years,toy making,making game boards,Wood,Formal poro bush school. The learning process is strictly kept as a secret.,"Westerman, & Schütze, 1921: 292B"
Western Africa,Kpelle,FD06,Horticulturalists,"1968-1969, 1914-1915 (4 Months)",bush,outdoor,ages of seven and fifteen,middle childhood,NA,NA,adulthood,Single,Vertical/Oblique,mother/Teacher,Mixed,teaching,Interactive,4 years,net making,net making,Plant fiber,net weaving is exclusively a female task,"Lancy, 1984: 141; Westerman, & Schütze, 1921: 292B"
Western Africa,Kpelle,FD06,Horticulturalists,"1968-1969, 1914-1915 (4 Months)",bush,outdoor,"<7, ages of seven and fifteen",middle childhood,Single,NA,adulthood,Single,Vertical/Oblique,father/Teacher,Mixed,"teaching, observation, helping, and advice",Interactive,4 years,trap making,trap making,NA,"By 16 the boy become an independent trapper. Conflicting record between two sources, which could be the result of staged learning. Formal poro bush school. The learning process is strictly kept as a secret.","Lancy, 1984: 141; Lancy, 1996:160, 161-162; Germain and Granka, 1955: 23; Westerman, & Schütze, 1921: 292B"
Western Africa,Kpelle,FD06,Horticulturalists,"1968-1969, 1914-1915 (4 Months)",bush,outdoor,teenage girl of 16; ages of seven and fifteen,middle childhood,Multiple,NA,adulthood,Single,Oblique,Teacher,Success-based,"teaching, demonstration and coworking",Interactive,4 years,weaving,weaving,Plant fiber,No explaination. Co-production. Formal poro bush school. The learning process is strictly kept as a secret.,"Lancy, 1984: 151; Westerman, & Schütze, 1921: 292B; Lancy, 1984: 150; Lancy, 1996: 164"
Western Africa,Kpelle,FD06,Horticulturalists,"1968-1969, 1914-1915 (4 Months)",bush,outdoor,"boys earlier than 9, ages of seven and fifteen",middle childhood,NA,Older brother,adolescence,Single,Horizontal/Oblique,older brother,Mixed,"observation and imitation, teaching",Interactive,4 years,mat making,mat making,Plant fiber,starting from 13 they start to make more substantial mats; Formal poro bush school. The learning process is strictly kept as a secret.,"Lancy, 1984: 155; Westerman, & Schütze, 1921: 292B"
Western Africa,Kpelle,FD06,Horticulturalists,1968-1969,NA,NA,girl of 7,middle childhood,NA,NA,adulthood,Single,Vertical,mother,Kin-based,self-learning and teasing,Individual,NA,raw material processing,spinning,Plant fiber,Mostly self-learning,"Lancy, 1984: 153"
Western Africa,Mende,FC07,Horticulturalists,"1987-1988, 1990-1991",initiation,outdoor,NA,adolescence,NA,NA,adulthood,NA,NA,NA,NA,NA,NA,NA,miscellaneous,furniture making,Wood,women are not allowed to get involved in the initation,"Leach, 1994: 134"
Western Africa,Mende,FC07,Horticulturalists,"1987-1988, 1990-1991",initiation,outdoor,NA,adolescence,NA,NA,adulthood,NA,NA,NA,NA,NA,NA,NA,agriculture equipment making,agriculture equipment making,Wood,women are not allowed to get involved in the initation,"Leach, 1994: 134"
Western Africa,Mende,FC07,Horticulturalists,1945-1946,bush,outdoor,boys between 14 and 15,adolescence,Multiple,NA,adulthood,Multiple,Oblique,individual specialists,Success-based,teaching,Interactive,a few months,clothes making,raffia cloths,Plant fiber,NA,"Little, 1951: 120-121"
Western Africa,Mende,FC07,Horticulturalists,1945-1946,bush,outdoor,boys between 14 and 15,adolescence,Multiple,NA,adulthood,Multiple,Oblique,individual specialists,Success-based,teaching,Interactive,a few months,basket making,basket making,Plant fiber,NA,"Little, 1951: 120-121"
Western Africa,Mende,FC07,Horticulturalists,1945-1946,bush,outdoor,boys between 14 and 15,adolescence,Multiple,NA,adulthood,Multiple,Oblique,individual specialists,Success-based,teaching,Interactive,a few months,net making,net making,Plant fiber,NA,"Little, 1951: 120-121"
Western Africa,Mende,FC07,Horticulturalists,1945-1946,bush,outdoor,boys between 14 and 15,adolescence,Multiple,NA,adulthood,Multiple,Oblique,individual specialists,Success-based,teaching,Interactive,a few months,trap making,trap making,NA,NA,"Little, 1951: 120-121"
Western Africa,Mossi,FA28,Intensive agriculturalist,Ca. 1910,NA,NA,boys,NA,NA,NA,adulthood,Single,Vertical,father,Kin-based,teaching,Interactive,NA,mat making,mat plaiting and weaving,Plant fiber,More specialized skills are also passed down to sons,"Mangin, Brunel, and Skinner, 1921: 44"
Western Africa,Tallensi,FE11,Intensive agriculturalist,1934-1937,NA,NA,16,adolescence,NA,NA,NA,NA,NA,NA,NA,individual learning,Individual,NA,weapon making,bow and arrow making,NA,An adolescent youth is already applying the deftness and skill acquired in juvenile play or in the arts and crafts of his boyhood to practical ends,"Fortes, 1938: 61"
Western Africa,Tallensi,FE11,Intensive agriculturalist,1934-1937,NA,NA,16,adolescence,NA,NA,NA,NA,NA,NA,NA,individual learning,Individual,NA,raw material processing,leatherwork,Leather,An adolescent youth is already applying the deftness and skill acquired in juvenile play or in the arts and crafts of his boyhood to practical ends,"Fortes, 1938: 61"
Western Africa,Tallensi,FE11,Intensive agriculturalist,1934-1937,NA,NA,16,adolescence,NA,NA,NA,NA,NA,NA,NA,individual learning,Individual,NA,general toolmaking,the forging of tools and implements,Metal,An adolescent youth is already applying the deftness and skill acquired in juvenile play or in the arts and crafts of his boyhood to practical ends,"Fortes, 1938: 61"
Western Africa,Tallensi,FE11,Intensive agriculturalist,1934-1937,NA,NA,"between the ages of
about 8 and 11",middle childhood,NA,NA,NA,NA,Horizontal,friends,Familiarity-based,group play,Interactive,NA,vessel making,reedware plaiting,Plant fiber,practiced by both genders. It has seasonal feature,"Fortes, 1938: 60"
Western Africa,Tallensi,FE11,Intensive agriculturalist,1934-1937,NA,NA,8 or 9,middle childhood,NA,NA,adolescence,NA,Horizontal,NA,NA,teaching by correcting mistakes,Interactive,NA,toy making,clay model making,Clay,possibility of co-production; not all boys know how to do it,"Fortes, 1938: 60"
Western Africa,Tiv,FF57,Horticulturalists,1949-1952,NA,NA,girl of 7,middle childhood,NA,NA,NA,NA,NA,NA,NA,experimenting,Individual,NA,pottery making,pottery making,Clay,mostly self-experimenting,"Bohannan and Bohannan, 1958: 381"
Western Africa,Yoruba,FF62,Horticulturalists,1952,workshop,indoor,small boy before 16,NA,Single,NA,adulthood,Single,Vertical/Oblique,father,Kin-based,Watching,Observational,NA,raw material processing,cotton winding,Plant fiber,requires little practice,"Lloyd, 1953: 33"
Western Africa,Yoruba,FF62,Horticulturalists,1952,workshop,indoor,small boy before 16,NA,Single,NA,adulthood,Single,Vertical/Oblique,"father, uncle, brothers",Kin-based,Apprenticeship,Interactive,NA,metal working,blacksmithing,Metal,It is possible to do apprenticeship with a non-kin with a fee,"Lloyd, 1953: 33"
Caucasus,Armenia,RJ01,Intensive agriculturalist,NA,NA,NA,girl of 12-15,middle childhood,NA,NA,adulthood,Multiple,Vertical/Oblique,"mother, sister-in-law",Kin-based,NA,NA,NA,weaving,weaving,Plant fiber,NA,"Villa and Matossian, 1982: 116-117"
Central Asia,Inner Mongolia,AH06,Agro-pastoralists,NA,NA,NA,girls,NA,NA,NA,NA,NA,NA,family members,Kin-based,taught,Interactive,NA,clothes making,sewing,Plant fiber,NA,"Chang et al., 1956: 269"
Central Asia,Lepcha,AK05,Intensive agriculturalist,1937,NA,NA,Older boys,NA,NA,Older brother or friend,NA,Multiple,Horizontal,Older brother or friend,Mixed,instruction,Interactive,NA,musical instrument making,making bamboo flutes,Plant fiber,NA,"Gorer and Hutton, 1938: 309"
Central Asia,Mongolia,AH01,Pastoralists,1919-1920,NA,NA,boys of 6-7,middle childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,horse harnesses making,horse harnesses making,NA,gendered skill,"Maiskii, 1921: 132-133"
East Asia,Okayama,AB43,Intensive agriculturalist,1950-1951,workshop,indoor,NA,NA,Multiple,NA,adulthood,Single,Oblique,Unrelated individuals,Success-based,Apprenticeship,Interactive,NA,woodworking,woodworking,Wood,"Apprentice need to do chores for master as a fee. Other common handicrafts, the sawyer's craft, stonecutting, plastering, cooperage, follow the same apprenticeship pattern with only slight modifications","Cornell, 1956: 143-146"
East Asia,Okinawans,AC07,Intensive agriculturalist,1954-1955,NA,NA,"4- and 5-year-olds, 8 and 9 years old",infancy and early childhood,NA,Older children,NA,NA,All,brothers,Kin-based,observation and experimenting,Observational,NA,rope making,rope making,Plant fiber,NA,"Maretzki, Maretzki, and Whiting: 1963: 510-511"
East Asia,Okinawans,AC07,Intensive agriculturalist,NA,NA,NA,girl of 5 or 6,infancy and early childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,weaving,weaving,Plant fiber,NA,"Haring: 1969, 92-93"
East Asia,Yi,AE04,Intensive agriculturalist,1943,NA,NA,girls between childhood and youth,adolescence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,clothes making,"sewing, knitting, and embroidery",Plant fiber,NA,"Lin and Pan, 1947: 55"
North Asia,Koryaks,RY04,Primarily hunter-gatherers,1900-1901,NA,NA,girls of 10-12,middle childhood,NA,NA,NA,NA,NA,NA,NA,helping,NA,NA,clothes making,clothes making,Plant fiber,NA,"Jochelson,1908: 758"
North Asia,Nivkh,RX02,Primarily hunter-gatherers,NA,NA,NA,girls,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,taught,Interactive,NA,clothes making,"making thread, sewing and embroidery",Plant fiber,NA,"Black, 1973: 63"
North Asia,Yukaghir,RV03,Primarily hunter-gatherers,"1895-1896, 1901-1902",NA,NA,NA,NA,NA,NA,adulthood,Single,Vertical,father,Kin-based,NA,NA,NA,metal working,blacksmith,Metal,The blacksmith's status is as high as the shanman.,"Jochelson, 1975: 425"
South Asia,Andamans,AZ02,Hunter-gatherers,NA,NA,NA,children,NA,NA,NA,NA,NA,NA,NA,NA,play and practice,Observational,NA,boat making,canoe making,Wood,toy canoe making,"Pandya, 1995: 7"
South Asia,Andamans,AZ02,Hunter-gatherers,NA,NA,NA,children,NA,NA,NA,NA,NA,NA,NA,NA,play and practice,Observational,NA,weapon making,bow and arrow making,NA,NA,"Pandya, 1995: 7"
South Asia,Andamans,AZ02,Hunter-gatherers,NA,NA,NA,children,NA,NA,NA,NA,NA,NA,NA,NA,play and practice,Observational,NA,net making,small net,NA,NA,"Pandya, 1995: 7"
South Asia,Bengali,AW69,Intensive agriculturalist,1970-1975,NA,NA,NA,NA,NA,NA,adulthood,Single,Vertical,father,Kin-based,NA,NA,NA,woodworking,woodworking,Wood,The boys prefered to working in factory compared with learning carpentery from their fathers,"Klass, 1978: 209-210"
South Asia,Bhil,AW25,Agro-pastoralists,1943-1954,NA,NA,children,NA,NA,NA,adulthood,NA,Vertical/Oblique,elders,NA,"imitation, verbal instruction, co-working",Interactive,NA,rope making,rope making,Plant fiber,NA,"Naik, 1956: 119"
South Asia,Garo,AR05,Horticulturalists,1954-1956,NA,NA,boys after 12,adolescence,NA,NA,adulthood,Single,Vertical,father,Kin-based,"formal instruction, demonstration, correction",Interactive,NA,basket making,basket weaving,Plant fiber,No analytical teaching. Co-production exist,"Burling, 1963: 116"
South Asia,Gond,AW32,Other subsistence combinations,"1927-1934, 1940-1941",NA,NA,boys,NA,NA,NA,adulthood,Single,Vertical,father,Kin-based,"imitation, play",Observational,NA,ornament making,"beadwork, carving of ornamental combs",NA,NA,"Grigson and Elwin, 1949: 186-187"
South Asia,Mara,AR20,Horticulturalists,1924-1928,NA,NA,children,NA,NA,NA,adulthood,Single,Vertical,father,Kin-based,observation and imitation,Observational,NA,trap making,trap making,NA,NA,"Parry, 1932: 27-29"
South Asia,Mara,AR20,Horticulturalists,1924-1928,NA,NA,girls,NA,NA,NA,NA,NA,NA,NA,NA,taught,Interactive,NA,weaving,weaving,Plant fiber,NA,"Parry, 1932: 27-29"
South Asia,Santal,AW42,Intensive agriculturalist,1942-1946,NA,NA,boys of 5-6,infancy and early childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,musical instrument making,flute making,NA,NA,"Arche, 1974: 35"
Southeast Asia,Alorese,OF05,Horticulturalists,1961,NA,NA,girl in preadolescent period,middle childhood,NA,NA,adulthood,Single,Vertical,mother,Kin-based,taught,Interactive,NA,basket making,basket making,Plant fiber,NA,"Du Bois, Kardiner, and Oberholzer, 1944: 56-57"
Southeast Asia,Alorese,OF05,Horticulturalists,1961,NA,NA,girl in preadolescent period,middle childhood,NA,NA,adulthood,Single,Vertical,mother,Kin-based,taught,Interactive,NA,mat making,sewing pandanus mats,Plant fiber,NA,"Du Bois, Kardiner, and Oberholzer, 1944: 56-57"
Southeast Asia,Alorese,OF05,Horticulturalists,1961,NA,NA,girl in preadolescent period,middle childhood,NA,NA,adulthood,Single,Vertical,mother,Kin-based,taught,Interactive,NA,clothes making,making bark cloth,Plant fiber,NA,"Du Bois, Kardiner, and Oberholzer, 1944: 56-57"
Southeast Asia,Balinese,OF07,Intensive agriculturalist,1930-1933,NA,NA,little girl,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,NA,NA,NA,weaving,weaving,Plant fiber,NA,"Covarrubias, 1938: 133; Belo, 1936: 130"
Southeast Asia,Central Thai,AO07,Intensive agriculturalist,1969-1970,NA,NA,school-age boys,middle childhood,Multiple,tennage boys,adolescence,Multiple,Horizontal,Unrelated individuals,Familiarity-based,observation and expreimenting,Observational,NA,trap making,crab trap making,NA,NA,"Anderson, 1983: 359-361"
Southeast Asia,Central Thai,AO07,Intensive agriculturalist,1969-1970,NA,NA,NA,NA,NA,older chidren,NA,NA,Horizontal,NA,NA,observation and expreimenting,Observational,NA,toy making,the making of play and game equipment,NA,NA,"Anderson, 1983: 359-361"
Southeast Asia,Eastern Toraja,OG11,Horticulturalists,1892-1932,workshop,indoor,"12, 14 years of age",middle childhood,Single,NA,adulthood,Single,Vertical,father,Kin-based,"help with preparation, brief instruction",Interactive,NA,metal working,blacksmithing,Metal,The son himself must present passion to be taught by the father,"Adriani and Kruijt, 1951a: 624"
Southeast Asia,Eastern Toraja,OG11,Horticulturalists,1892-1932,NA,NA,little girls,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,observation and imitation,Observational,NA,clothes making,bark cloth making,Plant fiber,NA,"Adriani and Kruijt, 1951a: 622-623"
Southeast Asia,Eastern Toraja,OG11,Horticulturalists,1892-1932,NA,NA,girl,NA,NA,NA,adulthood,Single,Oblique,worker,Success-based,"imitation, advice and instruction",Interactive,NA,pottery making,pottery making,Clay,men are not forbidden to make pots but it is still a gendered skill,"Adriani and Kruijt, 1951b: 651"
Southeast Asia,Ifugao,OA19,Intensive agriculturalist,NA,NA,NA,NA,NA,NA,older sisters,adulthood,NA,Vertical/Oblique,"mother, sisters",Kin-based,helping and practice under supervision,Interactive,a short period of time,weaving,weaving,Plant fiber,The weaving tools are made by men.,"Lambrecht, 1958: 1"
Southeast Asia,Ifugao,OA19,Intensive agriculturalist,1937,NA,NA,boys,NA,Single,NA,adulthood,Single,Oblique,NA,Success-based,teach,Interactive,NA,fishing devices making ,fish hook making,NA,NA,"Barton, 1938: 44-45"
Southeast Asia,Ifugao,OA19,Intensive agriculturalist,1937,NA,NA,boys,NA,Single,older boy,adulthood,Single,Oblique/Horizontal,playmates,Mixed,teach; experimenting and correction,Interactive,NA,trap making,crap and bird trap making,NA,NA,"Barton, 1938: 43, 44-45"
Southeast Asia,Javanese,OE05,Intensive agriculturalist,1986-1988,NA,NA,NA,NA,NA,NA,adulthood,NA,Vertical/Oblique,parents and grandparents,Kin-based,NA,NA,NA,clothes making,batik making (cloth dying),Plant fiber,NA,"Brenner, 1998: 196; Koentjaraningrat, 1985: 242-243"
Southeast Asia,Malays,AN05,Intensive agriculturalist,NA,NA,NA,boys,NA,NA,NA,adulthood,Multiple,Vertical,parents,Kin-based,helping,Interactive,NA,trap making,trap making,NA,NA,"Wilkinson, 1920: 12-13"
Southeast Asia,Malays,AN05,Intensive agriculturalist,NA,NA,NA,youths,NA,NA,NA,adulthood,Single,Oblique,unrelated individuals,Success-based,helping/apprenticeship,Interactive,NA,metal working,metal working,Metal,The learners need to first show talents,"Wilkinson, 1920: 12-13"
Southeast Asia,Sama-Bajau,OA08,Primarily hunter-gatherers,"1963, 1965-1967, 1977, 1982, 1997",NA,NA,young boy,NA,Single,NA,adulthood,Single,Vertical,father,Kin-based,helping,Interactive,NA,boat making,boat making,Wood,"It is usually an individual project but collaboration is allowed. Common skill as boat is required as bride price. At 14 or 15, they are able to make their first boats","Nimmo, 2000: 51, 53; Jumala, 2011: 107"
Southeast Asia,Sama-Bajau,OA08,Primarily hunter-gatherers,1979,NA,NA,girls in late childhood,middle childhood,NA,NA,adulthood,Single,Vertical,mother,Kin-based,NA,NA,NA,mat making,weaving,Plant fiber,gendered skill,"Teo, 1989: 107, 76"
Southeast Asia,Sama-Bajau,OA08,Primarily hunter-gatherers,1979,NA,NA,boys in late childhood,middle childhood,NA,NA,adulthood,Single,Vertical,father,Kin-based,taught,Interactive,NA,net making,net weaving,Plant fiber,gendered skill,"Teo, 1989: 107, 76"
Southeast Asia,Sama-Bajau,OA08,Primarily hunter-gatherers,1979,NA,NA,boys in late childhood,middle childhood,NA,NA,adulthood,Single,Vertical,father,Kin-based,taught,Interactive,NA,fishing devices making ,fish trap making,NA,gendered skill,"Teo, 1989: 107, 76"
Southeast Asia,Sama-Bajau,OA08,Primarily hunter-gatherers,1979,NA,NA,boys in late childhood,middle childhood,NA,NA,adulthood,Single,Vertical,father,Kin-based,taught,Interactive,NA,woodworking,woodcarving,Wood,gendered skill,"Teo, 1989: 107, 76"
Southeast Asia,Sama-Bajau,OA08,Primarily hunter-gatherers,1979,NA,NA,boys in late childhood,middle childhood,NA,NA,adulthood,Single,Vertical,father,Kin-based,taught,Interactive,NA,basket making,basket making,NA,gendered skill,"Teo, 1989: 107, 76"
Southeast Asia,Semai,AN06,Horticulturalists,"1962-1963, 1975",NA,NA,NA,NA,NA,NA,adulthood,NA,Vertical/Oblique,"parents, grandparents",Kin-based,"imitation, explicit instruction, play",Interactive,NA,general toolmaking,a small version of the appropriate tool,NA,NA,"Dentan, 1978: 126"
Southeast Asia,Semai,AN06,Horticulturalists,1977-1981,NA,NA,boys,NA,NA,NA,NA,NA,NA,older members of the same sex,Success-based,NA,NA,NA,weapon making,blowpipe making,Plant fiber,NA,"Howell, 1984: 46-47"
Southeast Asia,Semai,AN06,Horticulturalists,1977-1981,NA,NA,girls,NA,NA,NA,NA,NA,NA,older members of the same sex,Success-based,NA,NA,NA,mat making,mat making,Plant fiber,NA,"Howell, 1984: 46-47"
Southeast Asia,Semai,AN06,Horticulturalists,1977-1981,NA,NA,girls,NA,NA,NA,NA,NA,NA,older members of the same sex,Success-based,NA,NA,NA,bag making,bag making,Plant fiber,NA,"Howell, 1984: 46-47"
Southeast Asia,Vietnamese,AM11,Intensive agriculturalist,"1958-1959, 1962-1964",NA,NA,NA,NA,NA,NA,adulthood,Single,Vertical/Oblique,"father-son, uncle-nephew",Kin-based,Apprenticeship,Interactive,NA,woodworking,woodworking,Wood,It is possible to do apprenticeship with a non-kin in another village,"Hickey, 1964: 165-166"
Southeast Asia,Vietnamese,AM11,Intensive agriculturalist,"1990-1992, 1993-1994",NA,NA,NA,NA,NA,NA,adulthood,NA,Vertical/Oblique,"sons, sons-in-law, and patrilineal descendants",Kin-based,taught,Interactive,NA,ritual item making,paper votive items for the dead,NA,The most important knowledge was taught exclusively to senior men; restricted to patralinial male kins,"Malarney, 1998: 273-274"
Southeast Asia,Vietnamese,AM11,Intensive agriculturalist,"1990-1992, 1993-1994",NA,NA,NA,NA,NA,NA,adulthood,NA,Vertical/Oblique,"sons, sons-in-law, and patrilineal descendants",Kin-based,taught,Interactive,NA,miscellaneous,traditional ink-block prints,NA,The most important knowledge was taught exclusively to senior men; restricted to patralinial male kins,"Malarney, 1998: 273-274"
Scandinavia,Saami,EP04,Pastoralists,1958-1959,NA,NA,boy in mid or late teen,NA,NA,NA,adulthood,Single,Vertical,father,Kin-based,scaffolding and teaching,Interactive,NA,boat making,boat making,Wood,The training is highly permissive. The author mentioned a case of prodigy where the learner made his first sled when he was 8.,"Pelto and Pertti, 1962: 112"
Scandinavia,Saami,EP04,Pastoralists,1958-1959,NA,NA,boy in mid or late teen,NA,NA,NA,adulthood,Single,Vertical,father,Kin-based,scaffolding and teaching,Interactive,NA,vehicles making,sleds,Wood,The training is highly permissive. The author mentioned a case of prodigy where the learner made his first sled when he was 8.,"Pelto and Pertti, 1962: 112"
Scandinavia,Saami,EP04,Pastoralists,"1934, 1958-1959",NA,NA,"boy in mid or late teen, girl of 14",adolescence,NA,NA,adulthood,Multiple,Vertical/Oblique,"father, mother, grandmother",Kin-based,"scaffolding and teaching, instruct",Interactive,NA,clothes making,reindeer collars; shoes; fur koltes and leather garments,Leather,The training is highly permissive. The author mentioned a case of prodigy where the learner made his first sled when he was 8.,"Pelto and Pertti, 1962: 112; Bernatzik and Ogilvie, 1938: 99-100"
Scandinavia,Saami,EP04,Pastoralists,1958-1959,NA,NA,boy in mid or late teen,NA,NA,NA,adulthood,Single,Vertical,father,Kin-based,scaffolding and teaching,Interactive,NA,horse harnesses making,harness,NA,The training is highly permissive. The author mentioned a case of prodigy where the learner made his first sled when he was 8.,"Pelto and Pertti, 1962: 112"
Scandinavia,Saami,EP04,Pastoralists,1958-1959,NA,NA,boy in mid or late teen,NA,NA,NA,adulthood,Single,Vertical,father,Kin-based,scaffolding and teaching,Interactive,NA,general toolmaking,numerous other items,NA,The training is highly permissive. The author mentioned a case of prodigy where the learner made his first sled when he was 8.,"Pelto and Pertti, 1962: 112"
Scandinavia,Saami,EP04,Pastoralists,1934,NA,NA,girl of 14,adolescence,NA,NA,adulthood,Multiple,Vertical/Oblique,"mother, grandmother",Kin-based,instruct,Interactive,NA,ornament making,weave ribbons,Plant fiber,gendered skill,"Bernatzik and Ogilvie, 1938: 99-100"
Scandinavia,Saami,EP04,Pastoralists,1913-1947; 1934,NA,NA,girl of 14; girl of 10,middle childhood,NA,NA,adulthood,Multiple,Vertical/Oblique,"mother, grandmother",Kin-based,instruct,Interactive,NA,raw material processing,spin sinew yarn; tendon string making,Leather,gendered skill,"Bernatzik and Ogilvie, 1938: 99-100; Itkonen, Guemati, and Perez-Roman, 1948: 769-772"
Caribbean,Island Carib,ST13,Primarily hunter-gatherers,NA,NA,NA,boys of 4-5,infancy and early childhood,NA,NA,adulthood,Single,Vertical,father,Kin-based,training,Interactive,NA,basket making,basket making,Plant fiber,gendered skill,"Rouse, 1948: 57-58"
Caribbean,Island Carib,ST13,Primarily hunter-gatherers,NA,NA,NA,boys of 4-5,infancy and early childhood,NA,NA,adulthood,Single,Vertical,father,Kin-based,training,Interactive,NA,boat making,canoe making,Wood,gendered skill,"Rouse, 1948: 57-58"
Caribbean,Island Carib,ST13,Primarily hunter-gatherers,NA,NA,NA,girls,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,NA,NA,NA,weaving,cotton weaving,Plant fiber,gendered skill,"Rouse, 1948: 57-58"
Caribbean,Island Carib,ST13,Primarily hunter-gatherers,NA,NA,NA,girls,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,NA,NA,NA,hammock making,hammock making,Plant fiber,gendered skill,"Rouse, 1948: 57-58"
Caribbean,Island Carib,ST13,Primarily hunter-gatherers,1974-1975,NA,NA,boys of 4-5,infancy and early childhood,NA,NA,adulthood,Single,Vertical,father,Kin-based,training,Interactive,NA,weapon making,weapon making,NA,gendered skill,"Layng, 1983: 26-27"
Caribbean,Island Carib,ST13,Primarily hunter-gatherers,1974-1975,NA,NA,boys of 4-5,infancy and early childhood,NA,NA,adulthood,Single,Vertical,father,Kin-based,training,Interactive,NA,general toolmaking,other implements,NA,NA,"Layng, 1983: 26-27"
Caribbean,Island Carib,ST13,Primarily hunter-gatherers,1974-1975,NA,NA,girls,NA,NA,NA,adulthood,Single,Vertical,mother,Kin-based,NA,NA,NA,pottery making,pottery making,Clay,gendered skill,"Layng, 1983: 26-27"
Central America,Garifuna,SA12,Horticulturalists,1956-1957,NA,NA,boys after 10,middle childhood,Single,NA,adulthood,Single,Vertical,father,Kin-based,teach,Interactive,NA,boat making,canoe making,Wood,NA,"GonzÃ¡lez, 1969: 48"
Central America,Garifuna,SA12,Horticulturalists,1956-1957,NA,NA,boys after 10,middle childhood,Single,NA,adulthood,Single,Vertical,father,Kin-based,teach,Interactive,NA,net making,net making,Plant fiber,NA,"GonzÃ¡lez, 1969: 48"
Central America,Kuna,SB05,Horticulturalists,1680-1681,NA,NA,boys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,basket making,basket making,Plant fiber,NA,"Wafer, 1934: 95"
Central America,Kuna,SB05,Horticulturalists,Ca. 1968-1970s,NA,NA,children from an early age,NA,NA,NA,adulthood,Multiple,Vertical,parents,Kin-based,"observation, participation, and verbal instruction",Interactive,NA,clothes making,mola (textile) making,NA,NA,"Sherzer, 1983: 223"
Central Mexico,Nahua,NU46,Other subsistence combinations,1943-1948,NA,NA,NA,NA,NA,NA,adulthood,Single,Vertical,father,Kin-based,train,Interactive,NA,woodworking,woodworking,Wood,The sexual division of labor is relatively strict,"Lewis, 1951: 98"
Central Mexico,Nahua,NU46,Other subsistence combinations,1943-1948,NA,NA,NA,NA,NA,NA,adulthood,Single,Vertical,father,Kin-based,train,Interactive,NA,stoneworking,masonary,Stone,The sexual division of labor is relatively strict,"Lewis, 1951: 98"
Central Mexico,Nahua,NU46,Other subsistence combinations,1943-1948,NA,NA,NA,NA,NA,NA,adulthood,Single,Vertical,father,Kin-based,train,Interactive,NA,clothes making,shoemaking,NA,The sexual division of labor is relatively strict,"Lewis, 1951: 98"
Central Mexico,Zapotec,NU44,Horticulturalists,1965-1967,"residence lot, street corner, quarry",mixed,17.5,adulthood,Multiple,NA,adulthood,Multiple,Vertical/Oblique,"father, brothers, unrelated individuals",Kin-based,Apprenticeship,Observational,NA,stoneworking,groundstone toolmaking(metate),Stone,"The social status and hiearchy is clearly described. Much of what any apprentice learns is on his own initiative
through trial and error or imitation.","Cook, 1979: 189-191"
Central Mexico,Zapotec,NU44,Horticulturalists,1966-1967,NA,NA,men,NA,NA,NA,adulthood,NA,NA,Kins and non-kins,Mixed,Apprenticeship,Observational,NA,weaving,weaving,Plant fiber,"Of 105 men who stated they knew how to weave, 74.3% said they learned from a relative and 25.7% learned from a non-relative.","Vargas-Barón, 1979: 96"
Maya Area,Mam Maya,NW08,Horticulturalists,1937,NA,NA,girl of 9,middle childhood,Single,NA,adulthood,Single,Vertical,mother,Kin-based,imitation and experimenting,Observational,NA,weaving,weaving,Plant fiber,NA,"Wagley, 1949: 34"
Maya Area,Maya (Yucatan Peninsula),NV10,Horticulturalists,1963-1968,NA,NA,four or five years,infancy and early childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,weaving,weaving,Plant fiber,"No gender restrictions when they are kids, ","Press, 1975: 93-94"
