Area,Society,OWC_Code,Subsistence,Year of observation,Location,Location(type),Age of learner,Age group of learner,Number of learner,Age of model,Age group of model,Number of model,Transmission modes,Transmission modes1,Social relationship,Transmission bias,Transmission bias1,Learning process,Learning process(type),Time spent,Perceived difficulty,Technology,Raw material,Function,Access to raw material,Genderedness,Confidence level of generedness judgement,Note,Reference
Eastern Woodlands,Fox,NP05,Other subsistence combinations,"1897-1904, 1937",NA,NA,girls of 12,middle childhood,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,taught,Interactive,NA,NA,clothes making,NA,Utilitarian,NA,F,Low,gendered skills; They learned sewing by making cloth for dolls,"Joffe, 1963: 268-269; Michelson, 1925: 84; Jones, 1939: 112"
Eastern Woodlands,Fox,NP05,Other subsistence combinations,1937,NA,NA,girls of 12,middle childhood,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,taught,Interactive,NA,NA,mat making,NA,Utilitarian,NA,F,Low,gendered skills,"Joffe, 1963: 268-269"
Eastern Woodlands,Fox,NP05,Other subsistence combinations,1911-1921,NA,NA,girls of 15,adolescence,NA,NA,Adulthood,1,Vertical,Vertical,parents (mother),Kin-based,Kin-based,teach,Interactive,NA,NA,beadwork,NA,NA,NA,F,Low,"gendered skills. Michelson only mentioend parents, and mother is narrowed down through Joffe 1963","Michelson, 1925: 84; Joffe, 1963: 268-269"
Eastern Woodlands,Huron/Wendat,NG05,Other subsistence combinations,NA,NA,NA,girls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taught,Interactive,NA,NA,pottery making,Clay,Utilitarian,NA,F,Low,gendered skill,"Heidenreich, 1978: 383"
Eastern Woodlands,Mi'kmaq,NJ05,Hunter-gatherers,"1911-1912, 1950",NA,NA,boys,NA,NA,NA,Adulthood,1,Oblique,Oblique,grandfather,Kin-based,Kin-based,teach,Interactive,NA,NA,pottery making,Clay,Utilitarian,NA,NA,NA,NA,"Wallis, 1953: 121"
Eastern Woodlands,Mi'kmaq,NJ05,Hunter-gatherers,NA,NA,NA,young girls ,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,helping,Interactive,NA,NA,clothes making,NA,Utilitarian,NA,F,High,gendered skill,"Bock, 1978: 113-114"
Eastern Woodlands,Mi'kmaq,NJ05,Hunter-gatherers,NA,NA,NA,young girls ,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,helping,Interactive,NA,NA,containers making,Plant fiber,Utilitarian,NA,F,High,gendered skill,"Bock, 1978: 113-114"
Eastern Woodlands,Natchez,NO08,Other subsistence combinations,NA,NA,NA,girls of 12,middle childhood,NA,NA,NA,NA,NA,NA,mother,Kin-based,Kin-based,NA,NA,NA,NA,pottery making,Clay,Utilitarian,NA,F,Low,NA,"Lorentz, 2020: 10"
Eastern Woodlands,Natchez,NO08,Other subsistence combinations,NA,NA,NA,boys of 12,middle childhood,NA,NA,NA,NA,NA,NA,father,Kin-based,Kin-based,NA,NA,NA,NA,tools and weapons,NA,Utilitarian,NA,M,Low,NA,"Lorentz, 2020: 10"
Eastern Woodlands,Seminole,NN16,Horticulturalists,1963-1965,NA,NA,girls,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,copy,Observational,NA,NA,clothes making,NA,Utilitarian,NA,F,Low,gendered skill,"Garbarino, 1972: 72; Garbarino, 1989: 40"
Northwest Coast and California,Chinookans Of The Lower Columbia River,NR06,Hunter-gatherers,"1931, 1936",creek,outdoor field,boys,NA,NA,NA,boys,1 or more,Horizontal,Horizontal,playmates,Familiarity-based,Mixed,play,Interactive,NA,NA,canoe making,Wood,Utilitarian,NA,M,Low,NA,"Ray, 1938: 97"
Northwest Coast and California,Haida,NE09,Hunter-gatherers,1932,NA,NA,girls before marriage,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,imitation and helping,Interactive,NA,NA,mat making,Plant fiber,Utilitarian,NA,F,restricted to women,gendered skill,"Murdock, 1934: 359-360; Blackman and Davidson, 1982: 128"
Northwest Coast and California,Haida,NE09,Hunter-gatherers,1932,NA,NA,girls before marriage,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,imitation and helping,Interactive,NA,NA,basket making,Plant fiber,Utilitarian,NA,F,restricted to women,gendered skill,"Murdock, 1934: 359-360; Blackman and Davidson, 1982: 128"
Northwest Coast and California,Nuu-Chah-Nulth,NE11,Hunter-gatherers,1972-1974,library,indoor,children,NA,NA,NA,NA,NA,Vertical/Oblique,Vertical/Oblique,"father, uncle",Kin-based,Kin-based,Observation,Observational,NA,NA,woodworking,Wood,Ritual,NA,M,Low,they learned their techniques as children but went to libraries to improve their understanding of arts,"Kenyon, 1980: 82"
Northwest Coast and California,Nuxalk,NE06,Hunter-gatherers,1922-1924,NA,NA,girls,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,"teach, assist",Interactive,NA,NA,basket making,Plant fiber,Utilitarian,NA,F,Low,NA,"McIlwraith, 1948: 143"
Northwest Coast and California,Pomo,NS18,Hunter-gatherers,1966-1968,menstrual hut,indoor,girls at their first menstruation,middle childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,taught,Interactive,NA,NA,basket making,Plant fiber,Utilitarian,NA,F,Low,Initiation ceremony learning,"Theodoratus, 1971: 343-344"
Northwest Coast and California,Quinault,NR17,Hunter-gatherers,NA,house,indoor,NA,NA,NA,NA,Adulthoods and older children,1 or more,Vertical/Oblique,Vertical/Oblique,many adults and older children,Kin-based,Kin-based,NA,NA,NA,NA,tool making,NA,Utilitarian,NA,NA,NA,The average house had from two to six or more related families and their slaves as permanent residents. ,"Storm and Capoeman, 1990: 54"
Northwest Coast and California,Quinault,NR17,Hunter-gatherers,NA,house,indoor,NA,NA,NA,NA,Adulthoods and older children,1 or more,Vertical/Oblique,Vertical/Oblique,many adults and older children,Kin-based,Kin-based,NA,NA,NA,NA,clothes making,NA,Utilitarian,NA,NA,NA,The average house had from two to six or more related families and their slaves as permanent residents. ,"Storm and Capoeman, 1990: 54"
Northwest Coast and California,Quinault,NR17,Hunter-gatherers,NA,house,indoor,boys during childhood,NA,NA,NA,Adulthoods and older children,1 or more,Vertical/Oblique,Vertical/Oblique,many adults and older children,Kin-based,Kin-based,NA,NA,NA,NA,woodworking,Wood,Utilitarian,NA,M,Low,The average house had from two to six or more related families and their slaves as permanent residents. ,"Storm and Capoeman, 1990: 54, 127"
Northwest Coast and California,Quinault,NR17,Hunter-gatherers,NA,NA,NA,girls before 12 or 13,middle childhood,NA,NA,Adulthoods and older children,1 or more,Vertical/Oblique,Vertical/Oblique,many adults and older children,Kin-based,Kin-based,NA,NA,NA,NA,basket making,Plant fiber,Utilitarian,NA,F,Low,The average house had from two to six or more related families and their slaves as permanent residents. ,"Storm and Capoeman, 1990: 54, 127"
Northwest Coast and California,Quinault,NR17,Hunter-gatherers,NA,NA,NA,boys during childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canoe making,Wood,Utilitarian,NA,M,Low,Boys who show these talents will be carefully watched,"Storm and Capoeman, 1990: 127"
Northwest Coast and California,Southern Coast Salish,NR26,Hunter-gatherers,1935-1936,NA,NA,little girls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,basket making,Plant fiber,Utilitarian,NA,F,Low,"All little girls learned to make it, but only those who are good at it will engage in its production in their later life; They made a lot of basket during first mensturation seclusion but not for skill training per se ","Smith, 1940: 305-306; Elmendorf, 1960: 442"
Northwest Coast and California,Tillamook,NR21,Hunter-gatherers,"1956-1958, 1970",NA,NA,second critical period/an early age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canoe making,Wood,Utilitarian,NA,M,Low,boys' training emphasize courage,"Sauter and Johnson, 1974: 32-34"
Northwest Coast and California,Tillamook,NR21,Hunter-gatherers,"1956-1958, 1970",NA,NA,second critical period/an early age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,diminutive fish spears,NA,Utilitarian,NA,M,Low,boys' training emphasize courage,"Sauter and Johnson, 1974: 32-34"
Northwest Coast and California,Tillamook,NR21,Hunter-gatherers,"1956-1958, 1970",NA,NA,second critical period/an early age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mammal bone tools,Bone,Utilitarian,NA,W,Low,girls' training emphasize perseverance,"Sauter and Johnson, 1974: 32-34; Skoggard, 2022: 4"
Northwest Coast and California,Tillamook,NR21,Hunter-gatherers,"1933-1934; 1956-1958, 1970",NA,NA,girls of 12,middle childhood,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,NA,NA,NA,NA,basket making,Plant fiber,Utilitarian,NA,W,Low,NA,"Sauter and Johnson, 1974: 32-34; Skoggard, 2022: 4; Jacob, 2003: 132"
Northwest Coast and California,Tillamook,NR21,Hunter-gatherers,"1933-1934; 1956-1958, 1970",NA,NA,little boys; second critical period/an early age,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual learning,Individual,NA,NA,weapon making,Bone,Utilitarian,NA,M,Low,boys' training emphasize courage,"Jacob, 2003: 133; Sauter and Johnson, 1974: 32-34"
Northwest Coast and California,Tlingit,NA12,Hunter-gatherers,NA,NA,NA,girls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taught,Interactive,NA,NA,clothes making,NA,Utilitarian,NA,F,Low,NA,"Knapp and Dorr, 1896: 72-73"
Northwest Coast and California,Yokuts,NS29,Hunter-gatherers,1925-1930,NA,NA,boys of 10 or 11,middle childhood,NA,NA,Adulthood,1,Vertical,Vertical,father,Kin-based,Kin-based,showing,Observational,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,gendered skill,"Gayton, 1948: 194"
Northwest Coast and California,Yokuts,NS29,Hunter-gatherers,1925-1930,NA,NA,girls of 10,middle childhood,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,NA,NA,NA,NA,basket making,Plant fiber,Utilitarian,NA,F,Low,gendered skill,"Gayton, 1948: 194"
Northwest Coast and California,Yuki,NS30,Hunter-gatherers,1937,NA,NA,girls of puberty,middle childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,imitation,Observational,NA,NA,basket making,Plant fiber,Utilitarian,NA,F,Low,a well-crafted basket is given to girls as a model to learn,"Foster, 1944: 231"
Northwest Coast and California,Yuki,NS30,Hunter-gatherers,1937,NA,NA,boys from 8-16,middle childhood,NA,NA,NA,NA,Oblique,Oblique,Elder,Prestige-based,Prestige-based,instruction,Interactive,NA,NA,clothes making,NA,Ritual,NA,M,High,NA,"Foster, 1944: 210-211"
Plains and Plateau,Assiniboine,NF04,Hunter-gatherers,1850s,NA,NA,infancy,infancy and early childhood,1,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,"demonstration, taught",Interactive,NA,NA,clothes making,NA,Utilitarian,NA,F,Low,NA,"Denig and Hewitt, 1930: 520; Miller, 2002: 7"
Plains and Plateau,Blackfoot,NF06,Hunter-gatherers,1941-1944,NA,NA,Girls or young women,NA,NA,Older women,Adulthood,>1,Vertical/Oblique,Vertical/Oblique,"Older women, mother, grandmothers",Kin-based,Kin-based,"teaching, imitation, play, instructions",Interactive,NA,NA,clothes making,NA,Ritual,NA,F,Low,Quillwork is perceived as a scacred craft by local people,"Ewers,1945: 29; Ewers, 1958: 102-103"
Plains and Plateau,Blackfoot,NF06,Hunter-gatherers,1941-1951,NA,NA,boy,NA,NA,Older men,Adulthood,4,Vertical/Oblique,Vertical/Oblique,"father, mother, grandfather and other older men",Kin-based/Success-based,Mixed,watching,Observational,NA,NA,pipe making,Stone,NA,NA,NA,NA,The learner absorbed different knowledge from different models and make her innovations; The learner's father does not known how to make pipes,"Ewers, 1963: 46, 49"
Plains and Plateau,Blackfoot,NF06,Hunter-gatherers,1941-1951,NA,NA,boys,NA,NA,NA,Adulthood,1,Vertical,Vertical,father,Kin-based,Kin-based,taught,Interactive,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,miniature bow and arrow making. gendered skill,"Ewers, 1958: 102-103"
Plains and Plateau,Blackfoot,NF06,Hunter-gatherers,1941-1951,NA,NA,little girl,NA,NA,grandmother,Adulthood,1,Vertical/Oblique,Vertical/Oblique,"mother, grandmother",Kin-based,Kin-based,"taught, imitation, play, instructions",Interactive,NA,NA,beadwork,NA,NA,NA,F,Low,NA,"Hungry Wolf, 1980: 55-56; Ewers, 1958: 102-103"
Plains and Plateau,Blackfoot,NF06,Hunter-gatherers,NA,NA,NA,little girl,NA,NA,grandmother,Adulthood,1,Vertical,Vertical,grandmother,Kin-based,Kin-based,taught,Interactive,NA,NA,equipment,NA,NA,NA,M,NA,NA,"Hungry Wolf, 1980: 55-56"
Plains and Plateau,Blackfoot,NF06,Hunter-gatherers,1896-1910,NA,NA,girls during childhood,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,conscientiously training,Interactive,NA,NA,leatherwork,Animal fiber,Utilitarian,NA,F,Low,NA,"McClintock, 1968: 235-236; Wissler, 1911: 30"
Plains and Plateau,Blackfoot,NF06,Hunter-gatherers,1896-1910,NA,NA,girls during childhood,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,conscientiously training,Interactive,NA,NA,the making of travois (a type of sledge),NA,Utilitarian,NA,F,Low,NA,"McClintock, 1968: 235-236; Wissler, 1911: 30"
Plains and Plateau,Blackfoot,NF06,Hunter-gatherers,1941-1951,NA,NA,girls,NA,NA,NA,Adulthood,>1,Vertical/Oblique,Vertical/Oblique,"mother, grandmothers",Kin-based,Kin-based,"imitation, play, instructions",Interactive,NA,NA,geometric painting,NA,Ritual,NA,F,Low,NA,"Ewers, 1958: 102-103"
Plains and Plateau,Comanche,NO06,Hunter-gatherers,"1933, 1945",NA,NA,boy of 5-6,infancy and early childhood,NA,grandfather,Adulthood,1,Oblique,Oblique,grandfather,Kin-based,Kin-based,teach,Interactive,NA,NA,weapon making,NA,Utilitarian,NA,NA,NA,Their fathers are busy with wars and hunting,"Wallace and Hoebel, 1952: 126-127"
Plains and Plateau,Comanche,NO06,Hunter-gatherers,"1933, 1945",NA,NA,girls of 12,middle childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,clothes making,NA,Utilitarian,NA,F,Low,gendered skill,"Wallace and Hoebel, 1952: 125"
Plains and Plateau,Crow,NQ10,Hunter-gatherers,1833-1856,NA,NA,girls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taught,Interactive,NA,NA,clothes making,NA,Utilitarian,NA,F,Low,gendered skill,"Denig and Ewers, 1961: 187-188"
Plains and Plateau,Crow,NQ10,Hunter-gatherers,1833-1856,NA,NA,girls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taught,Interactive,NA,NA,beadwork,NA,NA,NA,F,Low,gendered skill,"Denig and Ewers, 1961: 187-188"
Plains and Plateau,Gros Ventre,NQ13,Hunter-gatherers,1938-1948,NA,NA,girls,NA,NA,NA,Adulthood,2,Vertical/Oblique,Vertical/Oblique,"mother, grandmother",Kin-based,Kin-based,NA,NA,NA,NA,clothes making,NA,Utilitarian,NA,F,Low,gendered skill,"Flannery, 1953: 159-160"
Plains and Plateau,Klamath,NR10,Hunter-gatherers,1947,NA,NA,girls in early childhood,infancy and early childhood,NA,NA,Adulthood,2,Vertical/Oblique,Vertical/Oblique,"mother, grandmother",Kin-based,Kin-based,help and work together,Interactive,NA,NA,mat weaving,Plant fiber,Utilitarian,NA,F,Low,Gendered skill,"Pearsall, 1950: 349-350"
Plains and Plateau,Klamath,NR10,Hunter-gatherers,1947,NA,NA,girls in late childhood,middle childhood,NA,NA,Adulthood,2,Vertical/Oblique,Vertical/Oblique,"mother, grandmother",Kin-based,Kin-based,help and work together,Interactive,NA,NA,basket making,Plant fiber,Utilitarian,NA,F,Low,Gendered skill,"Pearsall, 1950: 349-350"
Plains and Plateau,Klamath,NR10,Hunter-gatherers,1947,NA,NA,girls before or after marriage,adolescence,NA,NA,Adulthood,2,Vertical/Oblique,Vertical/Oblique,"mother, grandmother",Kin-based,Kin-based,help and work together,Interactive,NA,NA,clothes making,Animal fiber,Utilitarian,Difficult,F,Low,Gendered skill. Hides are much more valuable compared with fiber,"Pearsall, 1950: 349-350"
Plains and Plateau,Klamath,NR10,Hunter-gatherers,1947,NA,NA,boys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,willow dart making,Plant fiber,Utilitarian,NA,M,Low,Gendered skill,"Pearsall, 1950: 347a"
Plains and Plateau,Kutenai,NF08,Hunter-gatherers,1939-1940,NA,NA,boys of 10,middle childhood,NA,NA,Adulthood,>1,Vertical/Oblique,Vertical/Oblique,"father, uncles",Kin-based,Kin-based,NA,NA,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,gendered skill,"Turney-High, 1941: 117"
Plains and Plateau,Omaha,NQ21,Primarily hunter-gatherers,1871-1881,NA,NA,girls of 8,middle childhood,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,NA,NA,NA,NA,pack making,NA,Utilitarian,NA,F,Low,gendered skill,"Dorsey, 1884: 265-266"
Plains and Plateau,Pawnee,NQ18,Other subsistence combinations,1903-1907,NA,NA,boys,NA,NA,NA,Adulthood,1,Oblique,Oblique,grandfather,Kin-based,Kin-based,instruction,Interactive,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,NA,"Dorsey, Murie, and Spoehr, 1940: 94"
Plains and Plateau,Pawnee,NQ18,Other subsistence combinations,1903-1907,NA,NA,girls,NA,NA,NA,Adulthood,1,Oblique,Oblique,grandmother,Kin-based,Kin-based,taught,Interactive,NA,NA,clothes making,NA,Utilitarian,NA,F,Low,NA,"Dorsey, Murie, and Spoehr, 1940: 94"
Southwest and Basin,Eastern Apache,NT08,Hunter-gatherers,1931-1937,NA,NA,boys,NA,NA,NA,Adulthood,1,Oblique,Oblique,maternal grandfather,Kin-based,Kin-based,observation and helping,Interactive,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,gendered skill,"Opler, 1941: 64"
Southwest and Basin,Eastern Apache,NT08,Hunter-gatherers,1931-1937,NA,NA,boys,NA,NA,NA,Adulthood,1,Oblique,Oblique,maternal grandfather,Kin-based,Kin-based,observation and helping,Interactive,NA,NA,rope making,Plant fiber,Utilitarian,NA,M,Low,gendered skill,"Opler, 1941: 64"
Southwest and Basin,Eastern Apache,NT08,Hunter-gatherers,1931-1937,NA,NA,girls old enough to understand,NA,NA,NA,Adulthood,1,Vertical/Oblique,Vertical/Oblique,"maternal grandmother, mother",Kin-based,Kin-based,observation and instruction,Interactive,NA,NA,clothes making,NA,Utilitarian,NA,F,High,gendered skill,"Opler, 1941: 28, 64, 76; Stockel, 1991: 18, 75-78"
Southwest and Basin,Eastern Apache,NT08,Hunter-gatherers,1931-1937,NA,NA,girls old enough to understand,NA,NA,NA,Adulthood,1,Vertical/Oblique,Vertical/Oblique,"maternal grandmother, mother",Kin-based,Kin-based,observation and instruction,Interactive,NA,NA,basket making,Plant fiber,Utilitarian,NA,F,High,gendered skill,"Opler, 1941: 28, 64, 76; Stockel, 1991: 18"
Southwest and Basin,Eastern Apache,NT08,Hunter-gatherers,1982-1989,NA,NA,young girls ,NA,NA,NA,Adulthood,1,Oblique,Oblique,aunt,Kin-based,Kin-based,watching,Observational,NA,NA,beadwork,NA,NA,NA,NA,NA,NA,"Stockel, 1991: 114"
Southwest and Basin,Eastern Apache,NT08,Hunter-gatherers,1982-1989,NA,NA,young girls ,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,NA,NA,NA,NA,cradleboard making,Wood,Utilitarian,NA,NA,NA,NA,"Stockel, 1991: 75-76"
Southwest and Basin,Eastern Apache,NT08,Hunter-gatherers,1982-1989,NA,NA,young girls ,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,NA,NA,NA,NA,doll making,NA,toy,NA,NA,NA,NA,"Stockel, 1991: 75-76"
Southwest and Basin,Havasupai,NT14,Other subsistence combinations,1918-1920,NA,NA,Girls 7-9,middle childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,taught,Interactive,NA,NA,basket making,Plant fiber,Utilitarian,NA,NA,NA,NA,"Spier, 1928: 324"
Southwest and Basin,Havasupai,NT14,Other subsistence combinations,1918-1920,NA,NA,boys,NA,NA,Old men,Adulthood,>1,Oblique,Oblique,old men,NA,NA,showing,Observational,NA,NA,clothes making,NA,Utilitarian,NA,NA,NA,NA,"Spier, 1928: 322-323"
Southwest and Basin,Havasupai,NT14,Other subsistence combinations,1918-1920,NA,NA,boys,NA,NA,NA,Adulthood,1,Vertical,Vertical,father,Kin-based,Kin-based,taught,Interactive,NA,NA,weapon making,NA,Utilitarian,NA,NA,NA,NA,"Spier, 1928: 322-323"
Southwest and Basin,Hopi,NT09,Intensive agriculturalist,1937-1938,NA,NA,Girls,NA,NA,NA,NA,1,Vertical,Vertical,mother,Kin-based,Kin-based,"play, taught",Interactive,NA,NA,pottery making,Clay,Utilitarian,NA,NA,NA,Learning from peer potters and extended-kins also happen.,"Dennis, 1940: 50; Titiev, 1944: 20-21; Wyckoff, 1988: 286-287"
Southwest and Basin,Hopi,NT09,Intensive agriculturalist,1932-1940; 1937-1938,NA,NA,"girls, boys of 6 or 7, Boys of 15",middle childhood,NA,NA,Adulthood,1,Vertical,Vertical,"father, mother",Kin-based,Kin-based,taught,Interactive,NA,NA,clothes making,NA,Utilitarian,NA,Both,High,"Boys usually already mastered weaving at this age, but when the learning begins was not mentioned. Also they have two initiations; The learning happened in winter times. And other paternal relatives with particular skills may also taught other crafts","Titiev, 1944: 20-21; Dennis, 1940: 85; Beaglehole and Beaglehole, 1937: 20; Bradfield, 1973: 25"
Southwest and Basin,Hopi,NT09,Intensive agriculturalist,1893-1902,NA,NA,novice girls,NA,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,instruction,Interactive,NA,NA,basket making,Plant fiber,Utilitarian,NA,NA,NA,NA,"Voth, 1903: 36; Titiev, 1944: 20-21"
Southwest and Basin,Hopi,NT09,Intensive agriculturalist,1932-1940,NA,NA,girls of 15,adolescence,NA,NA,Adulthood,1,Vertical,Vertical,mother,Kin-based,Kin-based,taught,Interactive,NA,NA,plaque making,NA,NA,NA,NA,NA,NA,"Titiev, 1944: 20-21; Dennis, 1940: 85"
Southwest and Basin,Hopi,NT09,Intensive agriculturalist,1890-1940,NA,NA,little boys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,individual learning,Individual,NA,NA,trap making,Animal fiber,Utilitarian,NA,NA,NA,NA,"Talayesva and Simmons, 1942: 54-55"
Southwest and Basin,Maricopa,NT43,Primarily hunter-gatherers,1929-1932,NA,NA,girl of 5,infancy and early childhood,NA,NA,Adulthood,1,Vertical,Vertical,Mother,Kin-based,Kin-based,imitation,Observational,NA,NA,pottery making,Clay,Utilitarian,NA,F,Low,NA,"Spier, 1933: 104; 323"
Southwest and Basin,Mescalero Apache,NT25,Hunter-gatherers,1958-1965; 1931-1936,NA,NA,boys of 12,middle childhood,NA,NA,Adulthood,1,Oblique,Oblique,chief,Prestige-based,Prestige-based,"taught, showing",Interactive,NA,NA,weapon making,NA,Utilitarian,NA,M,Low,NA,"Boyer and Boyer, 1972: 60; Opler, 1969: 61-62"
Southwest and Basin,Mescalero Apache,NT25,Hunter-gatherers,1958-1965,NA,NA,boys of 12,middle childhood,NA,NA,NA,NA,NA,NA,NA,NA,NA,taught,Interactive,NA,NA,ceremonial paraphernalia making,NA,Ritual,NA,M,Low,NA,"Boyer and Boyer, 1972: 60"
Southwest and Basin,Mescalero Apache,NT25,Hunter-gatherers,1931-1936,NA,NA,boys,NA,NA,NA,Adulthood,1,Oblique,Oblique,chief,Prestige-based,Prestige-based,showing,Observational,NA,NA,saddle making,NA,Utilitarian,NA,NA,NA,NA,"Opler, 1969: 61-62"
Southwest and Basin,Mescalero Apache,NT25,Hunter-gatherers,1931-1936,NA,NA,boys,NA,NA,NA,Adulthood,1,Oblique,Oblique,chief,Prestige-based,Prestige-based,showing,Observational,NA,NA,rope making,Plant fiber,Utilitarian,NA,NA,NA,NA,"Opler, 1969: 61-62"
Southwest and Basin,Mescalero Apache,NT25,Hunter-gatherers,1931-1936,NA,NA,boys,NA,NA,NA,Adulthood,1,Oblique,Oblique,chief,Prestige-based,Prestige-based,showing,Observational,NA,NA,quirts (whip) making,NA,Utilitarian,NA,NA,NA,NA,"Opler, 1969: 61-62"
Southwest and Basin,Mescalero Apache,NT25,Hunter-gatherers,1931-1936,NA,NA,boys,NA,NA,NA,Adulthood,1,Oblique,Oblique,chief,Prestige-based,Prestige-based,showing,Observational,NA,NA,clothes making,NA,Utilitarian,NA,NA,NA,NA,"Opler, 1969: 61-62"
Southwest and Basin,Navajo,NT13,Agro-pastoralists,1938,workshop,indoor,boy of 14,adolescence,NA,NA,Adulthood,1,Vertical/Oblique,Vertical/Oblique,"father, other relatives",Kin-based,Kin-based,Apprenticeship/observation,Interactive,2 years or longer,NA,silversmith,silver,Utilitarian,Difficult,Both,High,"In rare cases, it is possible to learn it from non-relative (2 out of 52). Women work as assistants in by grinding and polishing the turquoise, setting the stones. Other sources mentioned adults around 20 years old start formal learning. They do not like strangers watching when they work.","Adair, 1944: 87-91"
Southwest and Basin,Navajo,NT13,Agro-pastoralists,1963-1998,NA,NA,Boys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,teaching,Interactive,NA,NA,clothes making,NA,Utilitarian,NA,NA,NA,NA,"Bailey, 1942: 232"
Southwest and Basin,Navajo,NT13,Agro-pastoralists,1963-1998,NA,NA,Girls before 10,middle childhood,NA,NA,Adulthood,NA,Vertical/Oblique,Vertical/Oblique,"mother, aunt, grandmother, older sisters, grandfather",Kin-based,Kin-based,"teaching and imitation, scaffolding",Interactive,NA,NA,weaving,NA,Utilitarian,NA,F,High,"Respecting loom is part of the skill; every women know how to weave, but only a few of them know how to make fine rugs. Protracted learning. Children started to learn after they were old enough to herd the sheep and had learned to help wash the wool; children can learn from grandparent of different sex; model will make small version of loom to help learners learn weaving","Mitchell, 2001: 117, 170, 204; Bailey, 1942: 232; Shepardson and Hammond, 1970: 105-106; Mitchell, 1978: 157-158; Downs, 1972: 117"
Southwest and Basin,Navajo,NT13,Agro-pastoralists,1937-1938,NA,NA,Girls (5-6),infancy and early childhood,NA,NA,Adulthood,1,Vertical/Oblique,Vertical/Oblique,"grandmother, mother",Kin-based,Kin-based,"helping, imitation, correction",Interactive,NA,NA,pottery making,Clay,Utilitarian,NA,NA,NA,Learning from grandmother instead of mother is more common; between 11-15 girls started the more formal learning process?,"Tschopik, 1941: 46-47"
Southwest and Basin,Navajo,NT13,Agro-pastoralists,1937-1938,NA,NA,Girls (5-6),infancy and early childhood,NA,NA,Adulthood,1,Vertical/Oblique,Vertical/Oblique,"grandmother, mother",Kin-based,Kin-based,"helping, imitation, correction",Interactive,NA,NA,basket making,Plant fiber,Utilitarian,NA,NA,NA,Learning from grandmother instead of mother is more common; between 11-15 girls started the more formal learning process?,"Tschopik, 1941: 46-47"
Southwest and Basin,Navajo,NT13,Agro-pastoralists,1957-1975,hogan,indoor,NA,NA,2,NA,Adulthood,2,Oblique,Oblique,grandparents,Kin-based,Kin-based,watching,Observational,NA,NA,pottery making,Clay,Utilitarian,NA,NA,NA,"""man who shouts"" is the grandfather here. Learners are involved in every steps","Mitchell, 1978: 157-158; Hartman, Musial and Trimble, 1987: 11; Mitchell, 2001: 118"
